#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
"
15,CVE-2022-34819,787,,Exec Code Overflow,2022-07-12,2022-08-10,9.3,None,Remote,Medium,Not required,Complete,Complete,"Complete	A vulnerability has been identified in SIMATIC CP 1242-7 V2 (All versions < V3.3.46), SIMATIC CP 1243-1 (All versions < V3.3.46), SIMATIC CP 1243-7 LTE EU (All versions < V3.3.46), SIMATIC CP 1243-7 LTE US (All versions < V3.3.46), SIMATIC CP 1243-8 IRC (All versions < V3.3.46), SIMATIC CP 1542SP-1 IRC (All versions >= V2.0), SIMATIC CP 1543-1 (All versions < V3.0.22), SIMATIC CP 1543SP-1 (All versions >= V2.0), SIPLUS ET 200SP CP 1542SP-1 IRC TX RAIL (All versions >= V2.0), SIPLUS ET 200SP CP 1543SP-1 ISEC (All versions >= V2.0), SIPLUS ET 200SP CP 1543SP-1 ISEC TX RAIL (All versions >= V2.0), SIPLUS NET CP 1242-7 V2 (All versions < V3.3.46), SIPLUS NET CP 1543-1 (All versions < V3.0.22), SIPLUS S7-1200 CP 1243-1 (All versions < V3.3.46), SIPLUS S7-1200 CP 1243-1 RAIL (All versions < V3.3.46). The application lacks proper validation of user-supplied data when parsing specific messages. This could result in a heap-based buffer overflow. An attacker could leverage this vulnerability to execute code in the context of device.
"
16,CVE-2022-34748,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in Simcenter Femap (All versions < V2022.2). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted X_T files. This could allow an attacker to execute code in the context of the current process. (ZDI-CAN-17293)
"
17,CVE-2022-34737,276,,,2022-07-12,2022-07-19,6.4,None,Remote,Low,Not required,Partial,Partial,"None	The application security module has a vulnerability in permission assignment. Successful exploitation of this vulnerability may affect data integrity and confidentiality.
"
18,CVE-2022-34736,476,,,2022-07-12,2022-07-19,7.8,None,Remote,Low,Not required,None,None,"Complete	The frame scheduling module has a null pointer dereference vulnerability. Successful exploitation of this vulnerability will affect the kernel availability.
"
19,CVE-2022-34735,476,,,2022-07-12,2022-07-19,7.8,None,Remote,Low,Not required,None,None,"Complete	The frame scheduling module has a null pointer dereference vulnerability. Successful exploitation of this vulnerability will affect the kernel availability.
"
20,CVE-2022-34663,94,,,2022-07-12,2022-08-10,6.0,None,Remote,Medium,???,Partial,Partial,"Partial	A vulnerability has been identified in RUGGEDCOM ROS M2100 (All versions), RUGGEDCOM ROS M2200 (All versions), RUGGEDCOM ROS M969 (All versions), RUGGEDCOM ROS RMC30 (All versions), RUGGEDCOM ROS RMC8388 (All versions < V5.6.0), RUGGEDCOM ROS RP110 (All versions), RUGGEDCOM ROS RS1600 (All versions), RUGGEDCOM ROS RS1600F (All versions), RUGGEDCOM ROS RS1600T (All versions), RUGGEDCOM ROS RS400 (All versions), RUGGEDCOM ROS RS401 (All versions), RUGGEDCOM ROS RS416 (All versions), RUGGEDCOM ROS RS416v2 (All versions < V5.6.0), RUGGEDCOM ROS RS8000 (All versions), RUGGEDCOM ROS RS8000A (All versions), RUGGEDCOM ROS RS8000H (All versions), RUGGEDCOM ROS RS8000T (All versions), RUGGEDCOM ROS RS900 (All versions), RUGGEDCOM ROS RS900 (32M) (All versions < V5.6.0), RUGGEDCOM ROS RS900G (All versions), RUGGEDCOM ROS RS900G (32M) (All versions < V5.6.0), RUGGEDCOM ROS RS900GP (All versions), RUGGEDCOM ROS RS900L (All versions), RUGGEDCOM ROS RS900W (All versions), RUGGEDCOM ROS RS910 (All versions), RUGGEDCOM ROS RS910L (All versions), RUGGEDCOM ROS RS910W (All versions), RUGGEDCOM ROS RS920L (All versions), RUGGEDCOM ROS RS920W (All versions), RUGGEDCOM ROS RS930L (All versions), RUGGEDCOM ROS RS930W (All versions), RUGGEDCOM ROS RS940G (All versions), RUGGEDCOM ROS RS969 (All versions), RUGGEDCOM ROS RSG2100 (All versions), RUGGEDCOM ROS RSG2100 (32M) (All versions < V5.6.0), RUGGEDCOM ROS RSG2100P (All versions), RUGGEDCOM ROS RSG2200 (All versions), RUGGEDCOM ROS RSG2288 (All versions < V5.6.0), RUGGEDCOM ROS RSG2300 (All versions < V5.6.0), RUGGEDCOM ROS RSG2300P (All versions < V5.6.0), RUGGEDCOM ROS RSG2488 (All versions < V5.6.0), RUGGEDCOM ROS RSG907R (All versions < V5.6.0), RUGGEDCOM ROS RSG908C (All versions < V5.6.0), RUGGEDCOM ROS RSG909R (All versions < V5.6.0), RUGGEDCOM ROS RSG910C (All versions < V5.6.0), RUGGEDCOM ROS RSG920P (All versions < V5.6.0), RUGGEDCOM ROS RSL910 (All versions < V5.6.0), RUGGEDCOM ROS RST2228 (All versions < V5.6.0), RUGGEDCOM ROS RST2228P (All versions < V5.6.0), RUGGEDCOM ROS RST916C (All versions < V5.6.0), RUGGEDCOM ROS RST916P (All versions < V5.6.0), RUGGEDCOM ROS i800 (All versions), RUGGEDCOM ROS i801 (All versions), RUGGEDCOM ROS i802 (All versions), RUGGEDCOM ROS i803 (All versions). Affected devices are vulnerable to a web-based code injection attack via the console. An attacker could exploit this vulnerability to inject code into the web server and cause malicious behavior in legitimate users accessing certain web resources on the affected device.
"
21,CVE-2022-34598,,,Exec Code,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	The udpserver in H3C Magic R100 V200R004 and V100R005 has the 9034 port opened, allowing attackers to execute arbitrary commands.
"
22,CVE-2022-34597,77,,,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AX1806 v1.0.0.1 was discovered to contain a command injection vulnerability via the function WanParameterSetting.
"
23,CVE-2022-34596,77,,,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AX1803 v1.0.0.1_2890 was discovered to contain a command injection vulnerability via the function WanParameterSetting.
"
24,CVE-2022-34595,77,,,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Tenda AX1803 v1.0.0.1_2890 was discovered to contain a command injection vulnerability via the function setipv6status.
"
25,CVE-2022-34592,77,,Exec Code,2022-07-07,2022-07-15,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Wavlink WL-WN575A3 RPT75A3.V4300.201217 was discovered to contain a command injection vulnerability via the function obtw. This vulnerability allows attackers to execute arbitrary commands via a crafted POST request.
"
26,CVE-2022-34465,125,,Exec Code,2022-07-12,2022-09-13,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in Parasolid V33.1 (All versions < V33.1.264), Parasolid V34.0 (All versions < V34.0.250), Parasolid V34.1 (All versions < V34.1.233), Simcenter Femap V2022.1 (All versions < V2022.1.3), Simcenter Femap V2022.2 (All versions < V2022.2.2). The affected application contains an out of bounds read past the end of an allocated structure while parsing specially crafted NEU files. This could allow an attacker to execute code in the context of the current process. (ZDI-CAN-15420)
"
27,CVE-2022-34289,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-054)
"
28,CVE-2022-34286,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-051)
"
29,CVE-2022-34284,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-049)
"
30,CVE-2022-34281,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. An attacker could leverage this vulnerability to execute code in the context of the current process. (FG-VD-22-046)
"
31,CVE-2022-34280,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. An attacker could leverage this vulnerability to execute code in the context of the current process. (FG-VD-22-045)
"
32,CVE-2022-34279,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. An attacker could leverage this vulnerability to execute code in the context of the current process. (FG-VD-22-044)
"
33,CVE-2022-34278,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-043)
"
34,CVE-2022-34277,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-042)
"
35,CVE-2022-34276,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-041)
"
36,CVE-2022-34275,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-040)
"
37,CVE-2022-34274,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-039)
"
38,CVE-2022-34273,787,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application contains an out of bounds write past the end of an allocated structure while parsing specially crafted PCB files. This could allow an attacker to execute code in the context of the current process. (FG-VD-22-038)
"
39,CVE-2022-34272,125,,Exec Code,2022-07-12,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	A vulnerability has been identified in PADS Standard/Plus Viewer (All versions). The affected application is vulnerable to an out of bounds read past the end of an allocated buffer when parsing PCB files. An attacker could leverage this vulnerability to execute code in the context of the current process. (FG-VD-22-037, FG-VD-22-059)
"
40,CVE-2022-34265,89,,Sql,2022-07-04,2022-08-18,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	An issue was discovered in Django 3.2 before 3.2.14 and 4.0 before 4.0.6. The Trunc() and Extract() database functions are subject to SQL injection if untrusted data is used as a kind/lookup_name value. Applications that constrain the lookup name and kind choice to a known safe list are unaffected.
"
41,CVE-2022-34151,294,,,2022-07-04,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	Use of hard-coded credentials vulnerability exists in Machine automation controller NJ series all models V 1.48 and earlier, Machine automation controller NX7 series all models V1.28 and earlier, Machine automation controller NX1 series all models V1.48 and earlier, Automation software 'Sysmac Studio' all models V1.49 and earlier, and Programmable Terminal (PT) NA series NA5-15W/NA5-12W/NA5-9W/NA5-7W models Runtime V1.15 and earlier, which may allow a remote attacker who successfully obtained the user credentials by analyzing the affected product to access the controller.
"
42,CVE-2022-33996,276,,,2022-07-07,2022-07-14,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Incorrect permission management in Devolutions Server before 2022.2 allows a new user with a preexisting username to inherit the permissions of that previous user.
"
43,CVE-2022-33980,,,Exec Code,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	Apache Commons Configuration performs variable interpolation, allowing properties to be dynamically evaluated and expanded. The standard format for interpolation is ""${prefix:name}"", where ""prefix"" is used to locate an instance of org.apache.commons.configuration2.interpol.Lookup that performs the interpolation. Starting with version 2.4 and continuing through 2.7, the set of default Lookup instances included interpolators that could result in arbitrary code execution or contact with remote servers. These lookups are: - ""script"" - execute expressions using the JVM script execution engine (javax.script) - ""dns"" - resolve dns records - ""url"" - load values from urls, including from remote servers Applications using the interpolation defaults in the affected versions may be vulnerable to remote code execution or unintentional contact with remote servers if untrusted configuration values are used. Users are recommended to upgrade to Apache Commons Configuration 2.8.0, which disables the problematic interpolators by default.
"
44,CVE-2022-33948,78,,Exec Code,2022-07-04,2022-07-15,8.3,None,Local Network,Low,Not required,Complete,Complete,"Complete	HOME SPOT CUBE2 V102 contains an OS command injection vulnerability due to improper processing of data received from DHCP server. An adjacent attacker may execute an arbitrary OS command on the product if a malicious DHCP server is placed on the WAN side of the product.
"
45,CVE-2022-33936,,,,2022-07-07,2022-07-15,10.0,None,Remote,Low,Not required,Complete,Complete,"Complete	Cloud Mobility for Dell EMC Storage, 1.3.0.XXX contains a RCE vulnerability. A non-privileged user could potentially exploit this vulnerability, leading to achieving a root shell. This is a critical issue; so Dell recommends customers to upgrade at the earliest opportunity.
"
46,CVE-2022-33710,269,,,2022-07-12,2022-07-16,7.2,None,Local,Low,Not required,Complete,Complete,"Complete	Improper input validation vulnerability in BillingPackageInsraller in Galaxy Store prior to version 4.5.41.8 allows local attackers to launch activities as Galaxy Store privilege.
"
47,CVE-2022-33709,269,,,2022-07-12,2022-07-16,7.2,None,Local,Low,Not required,Complete,Complete,"Complete	Improper input validation vulnerability in ApexPackageInstaller in Galaxy Store prior to version 4.5.41.8 allows local attackers to launch activities as Galaxy Store privilege.
"
48,CVE-2022-33708,269,,,2022-07-12,2022-07-16,7.2,None,Local,Low,Not required,Complete,Complete,"Complete	Improper input validation vulnerability in AppsPackageInstaller in Galaxy Store prior to version 4.5.41.8 allows local attackers to launch activities as Galaxy Store privilege.
"
49,CVE-2022-33678,,,Exec Code,2022-07-12,2022-08-30,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Azure Site Recovery Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2022-33676.
"
50,CVE-2022-33677,,,,2022-07-12,2022-07-27,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Azure Site Recovery Elevation of Privilege Vulnerability. This CVE ID is unique from CVE-2022-30181, CVE-2022-33641, CVE-2022-33642, CVE-2022-33643, CVE-2022-33650, CVE-2022-33651, CVE-2022-33652, CVE-2022-33653, CVE-2022-33654, CVE-2022-33655, CVE-2022-33656, CVE-2022-33657, CVE-2022-33658, CVE-2022-33659, CVE-2022-33660, CVE-2022-33661, CVE-2022-33662, CVE-2022-33663, CVE-2022-33664, CVE-2022-33665, CVE-2022-33666, CVE-2022-33667, CVE-2022-33668, CVE-2022-33669, CVE-2022-33671, CVE-2022-33672, CVE-2022-33673, CVE-2022-33674, CVE-2022-33675.
"
51,CVE-2022-33676,,,Exec Code,2022-07-12,2022-08-30,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Azure Site Recovery Remote Code Execution Vulnerability. This CVE ID is unique from CVE-2022-33678.
"
52,CVE-2022-33633,,,Exec Code,2022-07-12,2022-07-20,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Skype for Business and Lync Remote Code Execution Vulnerability.
"
53,CVE-2022-33208,294,,Bypass,2022-07-04,2022-07-15,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	Authentication bypass by capture-replay vulnerability exists in Machine automation controller NJ series all models V 1.48 and earlier, Machine automation controller NX7 series all models V1.28 and earlier, Machine automation controller NX1 series all models V1.48 and earlier, Automation software 'Sysmac Studio' all models V1.49 and earlier, and Programmable Terminal (PT) NA series NA5-15W/NA5-12W/NA5-9W/NA5-7W models Runtime V1.15 and earlier, which may allow a remote attacker who can analyze the communication between the affected controller and automation software 'Sysmac Studio' and/or a Programmable Terminal (PT) to access the controller.
"
54,CVE-2022-33171,89,,Sql,2022-07-04,2022-08-16,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	** DISPUTED ** The findOne function in TypeORM before 0.3.0 can either be supplied with a string or a FindOneOptions object. When input to the function is a user-controlled parsed JSON object, supplying a crafted FindOneOptions instead of an id string leads to SQL injection. NOTE: the vendor's position is that the user's application is responsible for input validation.
"
55,CVE-2022-33137,613,,,2022-07-12,2022-07-15,6.0,None,Remote,Medium,???,Partial,Partial,"Partial	A vulnerability has been identified in SIMATIC MV540 H (All versions < V3.3), SIMATIC MV540 S (All versions < V3.3), SIMATIC MV550 H (All versions < V3.3), SIMATIC MV550 S (All versions < V3.3), SIMATIC MV560 U (All versions < V3.3), SIMATIC MV560 X (All versions < V3.3). The web session management of affected devices does not invalidate session ids in certain logout scenarios. This could allow an authenticated remote attacker to hijack other users' sessions.
"
56,CVE-2022-33047,787,,Overflow,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	OTFCC v0.10.4 was discovered to contain a heap buffer overflow after free via otfccbuild.c.
"
57,CVE-2022-33011,74,,,2022-07-08,2022-07-21,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	Known v1.3.1+2020120201 was discovered to allow attackers to perform an account takeover via a host header injection attack.
"
58,CVE-2022-32533,,,XSS CSRF,2022-07-06,2022-07-14,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	** UNSUPPORTED WHEN ASSIGNED ** Apache Jetspeed-2 does not sufficiently filter untrusted user input by default leading to a number of issues including XSS, CSRF, XXE, and SSRF. Setting the configuration option ""xss.filter.post = true"" may mitigate these issues. NOTE: Apache Jetspeed is a dormant project of Apache Portals and no updates will be provided for this issue.
"
59,CVE-2022-32481,269,,,2022-07-07,2022-07-15,7.2,None,Local,Low,Not required,Complete,Complete,"Complete	Dell PowerProtect Cyber Recovery, versions prior to 19.11, contain a privilege escalation vulnerability on virtual appliance deployments. A lower-privileged authenticated user can chain docker commands to escalate privileges to root leading to complete system takeover.
"
60,CVE-2022-32449,77,,,2022-07-07,2022-07-15,10.0,None,Remote,Low,Not required,Complete,Complete,"Complete	TOTOLINK EX300_V2 V4.0.3c.7484 was discovered to contain a command injection vulnerability via the langType parameter in the setLanguageCfg function. This vulnerability is exploitable via a crafted MQTT data packet.
"
61,CVE-2022-32434,787,,Overflow,2022-07-15,2022-07-19,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	EIPStackGroup OpENer v2.3.0 was discovered to contain a stack overflow via /bin/posix/src/ports/POSIX/OpENer+0x56073d.
"
62,CVE-2022-32420,,,Exec Code,2022-07-01,2022-07-09,6.8,None,Remote,Medium,Not required,Partial,Partial,"Partial	College Management System v1.0 was discovered to contain a remote code execution (RCE) vulnerability via /College/admin/teacher.php. This vulnerability is exploited via a crafted PHP file.
"
63,CVE-2022-32417,94,,Exec Code,2022-07-14,2022-07-18,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	PbootCMS v3.1.2 was discovered to contain a remote code execution (RCE) vulnerability via the function parserIfLabel at function.php.
"
64,CVE-2022-32416,89,,Sql,2022-07-14,2022-07-18,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Product Show Room Site v1.0 is vulnerable to SQL Injection via /psrs/classes/Master.php?f=delete_product.
"
65,CVE-2022-32415,89,,Sql,2022-07-14,2022-07-18,6.5,None,Remote,Low,???,Partial,Partial,"Partial	Product Show Room Site v1.0 is vulnerable to SQL Injection via /psrs/?p=products/view_product&id=.
"
66,CVE-2022-32413,434,,Exec Code,2022-07-05,2022-07-13,7.5,None,Remote,Low,Not required,Partial,Partial,"Partial	An arbitrary file upload vulnerability in Dice v4.2.0 allows attackers to execute arbitrary code via a crafted file.
"
67,CVE-2022-32412,,,,2022-07-01,2022-07-13,6.5,None,Remote,Low,???,Partial,Partial,"Partial	An issue in the /template/edit component of HongCMS v3.0 allows attackers to getshell.
